,loss_of_supply,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
18.05.2026 06:00,0,0,0,1.451382698,2.202081412,1.451382698,0,0,0.750698713,0,0,1,1,1,1,1,1,1,1
18.05.2026 07:00,0,0,0,1.750074316,2.971533589,1.750074316,0,0,1.221459273,0,0,1,1,1,1,1,1,1,1
18.05.2026 08:00,0,0,0,2.769831366,2.861421608,2.769831366,0,0,0.091590242,0,0,1,1,1,1,1,1,1,1
18.05.2026 09:00,0,0.457047478,0.091409496,3.56264306,3.466422539,3.466422539,0.096220522,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 10:00,0,5.941206567,1.188241313,4.941175157,3.786615348,3.786615348,1.154559808,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 11:00,0,17.86633321,3.573266642,5.961163119,3.450610142,3.450610142,2.510552977,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 12:00,0,30.5115885,6.1023177,6.246185659,3.58402665,3.58402665,2.662159009,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 13:00,0,41.80368521,8.360737041,6.163401467,3.786117949,3.786117949,2.377283517,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 14:00,0,50.2661397,10.05322794,5.425097893,3.643528527,3.643528527,1.781569366,0,0,0,1,1,1,1,1,1,1,1,1
18.05.2026 15:00,0,50.2661397,10.05322794,4.270620723,3.054247063,3.054247063,0,0,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 16:00,0,48.62067394,9.724134788,2.874867804,3.187506297,2.874867804,0,0.312638493,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 17:00,0,42.84460091,8.568920181,1.761720186,2.859174062,1.761720186,0,1.097453877,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 18:00,0,37.44408559,7.488817118,1.527993771,2.554091681,1.527993771,0,1.02609791,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 19:00,0,25.27828504,5.055657007,0,2.311502105,0,0,2.311502105,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 20:00,0,15.96265313,3.192530625,0,1.769970063,0,0,1.769970063,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 21:00,0,6.864837208,1.372967442,0,1.728585025,0,0,1.728585025,0,0,0,1,1,0,1,1,1,1,1
18.05.2026 22:00,0,0.195162837,0.039032567,0,1.267238131,0,0,1.267238131,0,0,0,1,1,1,1,1,1,1,1
18.05.2026 23:00,0,0,0,0,1.030044104,0,0,0.037080939,0.992963165,0,0,1,1,1,1,1,1,1,1
19.05.2026 00:00,0,0,0,0,1.082750739,0,0,0,1.082750739,0,0,1,1,1,1,1,1,1,1
19.05.2026 01:00,0,0,0,0,1.310355158,0,0,0,1.310355158,0,0,1,1,1,1,1,1,1,1
19.05.2026 02:00,0,0,0,0,1.432288563,0,0,0,1.432288563,0,0,1,1,1,1,1,1,1,1
19.05.2026 03:00,0,0,0,0,1.840961911,0,0,0,1.840961911,0,0,1,1,1,1,1,1,1,1
19.05.2026 04:00,0,0,0,0,1.961208636,0,0,0,1.961208636,0,0,1,1,1,1,1,1,1,1
19.05.2026 05:00,0,0,0,0,2.417445384,0,0,0,2.417445384,0,0,1,1,1,1,1,1,1,1
19.05.2026 06:00,0,0,0,1.229520467,2.447378802,1.229520467,0,0,1.217858335,0,0,1,1,1,1,1,1,1,1
19.05.2026 07:00,0,0,0,2.082184846,2.767737215,2.082184846,0,0,0.685552369,0,0,1,1,1,1,1,1,1,1
19.05.2026 08:00,0,0,0,2.610944911,2.821470253,2.610944911,0,0,0.210525342,0,0,1,1,1,1,1,1,1,1
19.05.2026 09:00,0,4.7779064,0.95558128,4.177487527,3.171612495,3.171612495,1.005875032,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 10:00,0,16.45686428,3.291372857,5.699000761,3.240272785,3.240272785,2.458727976,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 11:00,0,30.06615105,6.013230209,6.771820954,3.906707952,3.906707952,2.865113003,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 12:00,0,46.58309298,9.316618597,7.212005846,3.734754912,3.734754912,3.477250934,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 13:00,0,56.94442301,11.3888846,5.907649514,3.726316878,3.726316878,2.181332637,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 14:00,0,63.55942845,12.71188569,5.139151961,3.746519236,3.746519236,1.392632725,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 15:00,0,66.49177115,13.29835423,3.967378479,3.350043174,3.350043174,0.617335305,0,0,0,1,1,1,1,1,1,1,1,1
19.05.2026 16:00,0,61.61334012,12.32266802,2.437313693,3.364215589,2.437313693,0,0.926901896,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 17:00,0,58.39359947,11.67871989,1.8737443,2.485495023,1.8737443,0,0.611750724,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 18:00,0,53.85980254,10.77196051,1.441264013,2.302685429,1.441264013,0,0.861421416,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 19:00,0,43.40592524,8.681185049,0,1.986236687,0,0,1.986236687,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 20:00,0,35.36247063,7.072494125,0,1.528256377,0,0,1.528256377,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 21:00,0,25.76383102,5.152766203,0,1.823741526,0,0,1.823741526,0,0,0,1,1,1,1,1,1,1,1
19.05.2026 22:00,0,20.50067312,4.100134624,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
19.05.2026 23:00,0,15.01130721,3.002261441,0,1.042979524,0,0,1.042979524,0,0,0,1,1,1,1,1,1,1,1
20.05.2026 00:00,0,9.438535928,1.887707186,0,1.058826543,0,0,1.058826543,0,0,0,1,1,1,1,1,1,1,1
20.05.2026 01:00,0,1.993365414,0.398673083,0,1.414582398,0,0,1.414582398,0,0,0,1,1,1,1,1,1,1,1
20.05.2026 02:00,0,0,0,0,1.062782115,0,0,0.378739429,0.684042686,0,0,1,1,1,1,1,1,1,1
20.05.2026 03:00,0,0,0,0,1.784826475,0,0,0,1.784826475,0,0,1,1,1,1,1,1,1,1
20.05.2026 04:00,0,0,0,0,1.573199724,0,0,0,1.573199724,0,0,1,1,1,1,1,1,1,1
20.05.2026 05:00,0,0,0,0,2.036662461,0,0,0,2.036662461,0,0,1,1,1,1,1,1,1,1
20.05.2026 06:00,0,0,0,1.498338296,2.563999113,1.498338296,0,0,1.065660817,0,0,1,1,1,1,1,1,1,1
20.05.2026 07:00,0,0,0,2.089905788,2.880393495,2.089905788,0,0,0.790487706,0,0,1,1,1,1,1,1,1,1
20.05.2026 08:00,0,1.727611396,0.345522279,3.296184143,2.93247648,2.93247648,0.363707662,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 09:00,0,9.482162973,1.896432595,4.741486732,3.108949558,3.108949558,1.632537174,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 10:00,0,23.23564574,4.647129148,6.073925591,3.178455535,3.178455535,2.895470057,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 11:00,0,39.6048813,7.92097626,6.765095037,3.318940182,3.318940182,3.446154855,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 12:00,0,54.31078227,10.86215645,6.638734247,3.542755095,3.542755095,3.095979152,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 13:00,0,63.6462354,12.72924708,5.877344985,3.911986433,3.911986433,1.965358552,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 14:00,0,71.61381834,14.32276367,4.937133631,3.259747748,3.259747748,1.677385883,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 15:00,0,76.73637832,15.34727566,4.320122773,3.241689094,3.241689094,1.078433679,0,0,0,1,1,1,1,1,1,1,1,1
20.05.2026 16:00,0,75.48213051,15.0964261,3.033511646,3.27181873,3.033511646,0,0.238307083,0,2.78E-17,0,1,1,1,1,1,1,1,1
20.05.2026 17:00,0,70.66855863,14.13371173,1.898117849,2.812696507,1.898117849,0,0.914578657,0,0,0,1,1,1,1,1,1,1,1
20.05.2026 18:00,0,63.90497952,12.7809959,1.370478888,2.65555892,1.370478888,0,1.285080032,0,0,0,1,1,1,1,1,1,1,1
20.05.2026 19:00,0,63.90497952,12.7809959,0,1.714323569,0,0,0,1.714323569,0,0,1,1,1,1,1,1,1,0
20.05.2026 20:00,0,63.90497952,12.7809959,0,1.558237654,0,0,0,1.558237654,0,0,1,1,1,1,1,1,1,0
20.05.2026 21:00,0,63.90497952,12.7809959,0,1.466050826,0,0,0,1.466050826,0,0,1,1,1,1,1,1,1,0
20.05.2026 22:00,0,63.90497952,12.7809959,0,1.13966447,0,0,0,1.13966447,0,0,1,1,1,1,1,1,1,0
20.05.2026 23:00,0,63.90497952,12.7809959,0,1.456693275,0,0,0,1.456693275,0,0,1,1,1,1,1,1,1,0
21.05.2026 00:00,0,63.90497952,12.7809959,0,1.209901239,0,0,0,1.209901239,0,0,1,1,1,1,1,1,1,0
21.05.2026 01:00,0,63.90497952,12.7809959,0,1.218031143,0,0,0,1.218031143,0,0,1,1,1,1,1,1,1,0
21.05.2026 02:00,0,63.90497952,12.7809959,0,1.273051449,0,0,0,1.273051449,0,0,1,1,1,1,1,1,1,0
21.05.2026 03:00,0,55.12084733,11.02416947,0,1.668985114,0,0,1.668985114,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 04:00,0,47.58055235,9.516110471,0,1.432656046,0,0,1.432656046,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 05:00,0,36.76389831,7.352779662,0,2.055164268,0,0,2.055164268,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 06:00,0,31.04745753,6.209491506,1.441722846,2.527846595,1.441722846,0,1.086123749,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 07:00,0,29.53432404,5.906864808,2.190275705,2.477771068,2.190275705,0,0.287495363,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 08:00,0,32.48647057,6.497294115,3.445997183,2.824492649,2.824492649,0.621504534,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 09:00,0,35.57559075,7.11511815,3.868410797,3.218069708,3.218069708,0.650341089,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 10:00,0,48.99346721,9.798693443,5.984622174,3.159806075,3.159806075,2.824816098,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 11:00,0,59.31882002,11.863764,5.610308126,3.436549639,3.436549639,2.173758486,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 12:00,0,76.27402275,15.25480455,7.160181065,3.590664701,3.590664701,3.569516364,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 13:00,0,90.23802859,18.04760572,6.400482056,3.460691353,3.460691353,2.939790703,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 14:00,0,98.82683987,19.76536797,5.372468898,3.564298102,3.564298102,1.808170796,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 15:00,0,100,20,4.572960894,3.31673559,3.31673559,0.246981079,0,0,0,1,1,1,1,1,1,1,1,1
21.05.2026 16:00,0,99.55374641,19.91074928,3.17369498,3.258483162,3.17369498,0,0.084788181,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 17:00,0,95.23338756,19.04667751,1.840870655,2.661738838,1.840870655,0,0.820868183,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 18:00,0,90.06185276,18.01237055,1.331887563,2.314479174,1.331887563,0,0.982591611,0,1.11E-16,0,1,1,1,1,1,1,1,1
21.05.2026 19:00,0,79.07697191,15.81539438,0,2.087127362,0,0,2.087127362,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 20:00,0,68.40250843,13.68050169,0,2.028148061,0,0,2.028148061,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 21:00,0,60.48498238,12.09699648,0,1.504329949,0,0,1.504329949,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 22:00,0,54.74910678,10.94982136,0,1.089816364,0,0,1.089816364,0,0,0,1,1,1,1,1,1,1,1
21.05.2026 23:00,0,46.93378998,9.386757996,0,1.484910193,0,0,1.484910193,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 00:00,0,41.67063209,8.334126417,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
22.05.2026 01:00,0,34.3248733,6.864974659,0,1.39569417,0,0,1.39569417,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 02:00,0,25.91420458,5.182840916,0,1.598027056,0,0,1.598027056,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 03:00,0,17.39674156,3.479348313,0,1.618317973,0,0,1.618317973,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 04:00,0,7.440742791,1.488148558,0,1.891639767,0,0,1.891639767,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 05:00,0,0,0,0,1.825495549,0,0,1.41374113,0.411754419,0,0,1,1,1,1,1,1,1,1
22.05.2026 06:00,0,0,0,1.452903998,2.065147915,0,0,0,2.065147915,0,0,1,1,1,1,0,1,1,1
22.05.2026 07:00,0,0,0,1.692798459,2.460373479,0,0,0,2.460373479,0,0,1,1,1,1,0,1,1,1
22.05.2026 08:00,0,0,0,3.069755117,3.091898224,0,0,0,3.091898224,0,0,1,1,1,1,0,1,1,1
22.05.2026 09:00,0,5.203947455,1.040789491,4.332301763,3.236733877,3.236733877,1.095567885,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 10:00,0,16.48721686,3.297443371,5.858196813,3.482771676,3.482771676,2.375425137,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 11:00,0,23.81451313,4.762902627,5.43591484,3.89332615,3.89332615,1.54258869,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 12:00,0,40.27369674,8.054739348,7.133805503,3.668714217,3.668714217,3.465091286,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 13:00,0,50.16539808,10.03307962,5.480864347,3.398400907,3.398400907,2.08246344,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 14:00,0,60.28483821,12.05696764,5.594227636,3.463819186,3.463819186,2.130408449,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 15:00,0,62.0829332,12.41658664,3.649012132,3.27046582,3.27046582,0.378546312,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 16:00,0,64.27797619,12.85559524,3.38218454,2.920070226,2.920070226,0.462114315,0,0,0,1,1,1,1,1,1,1,1,1
22.05.2026 17:00,0,57.05750012,11.41150002,1.652130086,3.02402054,1.652130086,0,1.371890454,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 18:00,0,50.53820042,10.10764008,1.21822679,2.456893733,1.21822679,0,1.238666943,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 19:00,0,38.10765604,7.621531209,0,2.361803431,0,0,2.361803431,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 20:00,0,29.26027541,5.852055082,0,1.68100232,0,0,1.68100232,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 21:00,0,21.7941664,4.358833281,0,1.418560711,0,0,1.418560711,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 22:00,0,14.43450777,2.886901555,0,1.398335139,0,0,1.398335139,0,0,0,1,1,1,1,1,1,1,1
22.05.2026 23:00,0,9.171349879,1.834269976,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
23.05.2026 00:00,0,3.020625598,0.60412512,0,1.168637613,0,0,1.168637613,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 01:00,1,0,0,0,1.32882451,0,0,0.573918864,0,0.754905646,0,1,0,1,1,1,1,1,1
23.05.2026 02:00,0,0,0,0,1.171187793,0,0,0,1.171187793,0,0,1,1,1,1,1,1,1,1
23.05.2026 03:00,0,0,0,0,1.747522282,0,0,0,1.747522282,0,0,1,1,1,1,1,1,1,1
23.05.2026 04:00,0,0,0,0,1.755006499,0,0,0,1.755006499,0,0,1,1,1,1,1,1,1,1
23.05.2026 05:00,0,0,0,0,2.402234078,0,0,0,2.402234078,0,0,1,1,1,1,1,1,1,1
23.05.2026 06:00,0,0,0,1.381108858,2.140739317,1.381108858,0,0,0.759630459,0,0,1,1,1,1,1,1,1,1
23.05.2026 07:00,0,0,0,2.034148317,2.961700288,2.034148317,0,0,0.927551971,0,0,1,1,1,1,1,1,1,1
23.05.2026 08:00,0,0,0,2.534318958,3.034505082,2.534318958,0,0,0.500186124,0,0,1,1,1,1,1,1,1,1
23.05.2026 09:00,0,3.038409596,0.607681919,3.665685651,3.026020473,3.026020473,0.639665178,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 10:00,0,11.1368778,2.227375559,5.390825313,3.685884639,3.685884639,1.704940674,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 11:00,0,18.49111641,3.698223282,5.346235386,3.797974625,3.797974625,1.548260761,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 12:00,0,31.36858726,6.273717453,6.180958148,3.469911652,3.469911652,2.711046496,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 13:00,0,41.71693016,8.343386032,5.609817688,3.431219184,3.431219184,2.178598504,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 14:00,0,48.20330783,9.640661566,4.555518105,3.189964911,3.189964911,1.365553194,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 15:00,0,53.70144149,10.7402883,4.654493049,3.496991226,3.496991226,1.157501822,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 16:00,0,55.80203605,11.16040721,3.376942892,2.934712457,2.934712457,0.442230435,0,0,0,1,1,1,1,1,1,1,1,1
23.05.2026 17:00,0,52.7167169,10.54334338,2.121806838,2.708017476,2.121806838,0,0.586210638,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 18:00,0,44.30577346,8.861154691,1.110251214,2.708330469,1.110251214,0,1.598079255,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 19:00,0,35.24824328,7.049648656,0,1.720930733,0,0,1.720930733,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 20:00,0,26.43920727,5.287841453,0,1.673716843,0,0,1.673716843,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 21:00,0,19.64955407,3.929910814,0,1.290034108,0,0,1.290034108,0,0,0,1,1,1,1,1,1,1,1
23.05.2026 22:00,0,14.38639617,2.877279235,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
23.05.2026 23:00,0,7.900653209,1.580130642,0,1.232291163,0,0,1.232291163,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 00:00,0,2.637495314,0.527499063,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
24.05.2026 01:00,0,0,0,0,1.31064489,0,0,0.50112411,0.80952078,0,0,1,1,1,1,1,1,1,1
24.05.2026 02:00,0,0,0,0,1.526287039,0,0,0,1.526287039,0,0,1,1,1,1,1,1,1,1
24.05.2026 03:00,1,0,0,0,1.48415198,0,0,0,0,1.48415198,0,1,0,1,1,1,1,1,1
24.05.2026 04:00,0,0,0,0,2.0331191,0,0,0,2.0331191,0,0,1,1,1,1,1,1,1,1
24.05.2026 05:00,0,0,0,0,2.226941889,0,0,0,2.226941889,0,0,1,1,1,1,1,1,1,1
24.05.2026 06:00,0,0,0,1.507824101,2.688708315,1.507824101,0,0,1.180884215,0,0,1,1,1,1,1,1,1,1
24.05.2026 07:00,0,0,0,1.842475554,2.739317289,1.842475554,0,0,0.896841736,0,0,1,1,1,1,1,1,1,1
24.05.2026 08:00,0,0.867776092,0.173555218,2.949835174,2.76714547,2.76714547,0.182689704,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 09:00,0,6.582901648,1.31658033,4.105020954,2.901836626,2.901836626,1.203184328,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 10:00,0,18.98448692,3.796897384,6.000445263,3.389585206,3.389585206,2.610860057,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 11:00,0,26.86587376,5.373174752,5.444568033,3.785328698,3.785328698,1.659239335,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 12:00,0,46.04253644,9.208507288,7.300518609,3.263326467,3.263326467,4.037192143,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 13:00,0,57.2320091,11.44640182,5.813570114,3.457891659,3.457891659,2.355678455,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 14:00,0,67.4066786,13.48133572,5.375291522,3.233255837,3.233255837,2.142035685,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 15:00,0,68.57346833,13.71469367,3.700251785,3.454611841,3.454611841,0.245639943,0,0,0,1,1,1,1,1,1,1,1,1
24.05.2026 16:00,0,65.85233547,13.17046709,2.809690684,3.326705928,2.809690684,0,0.517015244,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 17:00,0,62.23758252,12.4475165,2.081681469,2.768484529,2.081681469,0,0.68680306,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 18:00,0,56.14464179,11.22892836,1.242312652,2.399971391,1.242312652,0,1.157658738,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 19:00,0,47.17991488,9.435982976,0,1.703298114,0,0,1.703298114,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 20:00,0,36.80760462,7.361520924,0,1.970738949,0,0,1.970738949,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 21:00,0,30.75177991,6.150355982,0,1.150606695,0,0,1.150606695,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 22:00,0,23.46935489,4.693870978,0,1.383660754,0,0,1.383660754,0,0,0,1,1,1,1,1,1,1,1
24.05.2026 23:00,0,18.20619699,3.641239399,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
25.05.2026 00:00,0,12.9430391,2.58860782,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
25.05.2026 01:00,0,7.679881205,1.535976241,0,1,0,0,1,0,1.11E-16,0,1,1,1,1,1,1,1,1
25.05.2026 02:00,0,0.187912436,0.037582487,0,1.423474066,0,0,1.423474066,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 03:00,1,0,0,0,1.686987369,0,0,0.035703363,0,1.651284006,0,1,0,1,1,1,1,1,1
25.05.2026 04:00,1,0,0,0,1.816011033,0,0,0,0,1.816011033,0,1,0,1,1,1,1,1,1
25.05.2026 05:00,1,0,0,0,2.424370698,0,0,0,0,2.424370698,0,1,0,1,1,1,1,1,1
25.05.2026 06:00,1,0,0,1.323253479,2.689850519,1.323253479,0,0,0,1.36659704,0,1,0,1,1,1,1,1,1
25.05.2026 07:00,0,0,0,2.002601389,2.525179975,2.002601389,0,0,0.522578586,0,0,1,1,1,1,1,1,1,1
25.05.2026 08:00,0,1.409567871,0.281913574,3.140508379,2.843757248,2.843757248,0.296751131,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 09:00,0,8.339578987,1.667915797,4.633267002,3.174317293,3.174317293,1.458949708,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 10:00,0,14.33808173,2.867616346,4.886604726,3.623762043,3.623762043,1.262842683,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 11:00,0,26.98820443,5.397640886,6.436448513,3.773264787,3.773264787,2.663183726,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 12:00,0,40.87894858,8.175789716,6.520599549,3.596232359,3.596232359,2.92436719,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 13:00,0,51.2449952,10.24899904,5.58561227,3.403286667,3.403286667,2.182325604,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 14:00,0,59.53930664,11.90786133,5.164828926,3.418658096,3.418658096,1.74617083,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 15:00,0,62.03681429,12.40736286,4.112785561,3.586994477,3.586994477,0.525791084,0,0,0,1,1,1,1,1,1,1,1,1
25.05.2026 16:00,0,58.99423203,11.79884641,2.655123606,3.233214235,2.655123606,0,0.57809063,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 17:00,0,52.89787967,10.57957593,1.620392288,2.778699235,1.620392288,0,1.158306947,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 18:00,0,45.98091378,9.196182757,1.408348672,2.722572191,1.408348672,0,1.314223519,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 19:00,0,36.6903331,7.338066621,0,1.765210329,0,0,1.765210329,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 20:00,0,28.53478854,5.706957709,0,1.549553466,0,0,1.549553466,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 21:00,0,20.51817552,4.103635104,0,1.523156475,0,0,1.523156475,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 22:00,0,12.81983183,2.563966366,0,1.462685301,0,0,1.462685301,0,0,0,1,1,1,1,1,1,1,1
25.05.2026 23:00,0,7.472504668,1.494500934,0,1.015992161,0,0,1.015992161,0,0,0,1,1,1,1,1,1,1,1
26.05.2026 00:00,0,0.496435855,0.099287171,0,1.325453074,0,0,1.325453074,0,0,0,1,1,1,1,1,1,1,1
26.05.2026 01:00,0,0,0,0,1.05761472,0,0,0.094322812,0.963291908,0,0,1,1,1,1,1,1,1,1
26.05.2026 02:00,0,0,0,0,1.23163327,0,0,0,1.23163327,0,0,1,1,1,1,1,1,1,1
26.05.2026 03:00,0,0,0,0,1.369005692,0,0,0,1.369005692,0,0,1,1,1,1,1,1,1,1
26.05.2026 04:00,0,0,0,0,2.020445041,0,0,0,2.020445041,0,0,1,1,1,1,1,1,1,1
26.05.2026 05:00,0,0,0,0,1.861655601,0,0,0,1.861655601,0,0,1,1,1,1,1,1,1,1
26.05.2026 06:00,0,0,0,1.605000781,2.703077683,1.605000781,0,0,1.098076902,0,0,1,1,1,1,1,1,1,1
26.05.2026 07:00,0,0,0,2.270740557,2.951102694,2.270740557,0,0,0.680362137,0,0,1,1,1,1,1,1,1,1
26.05.2026 08:00,0,0,0,2.596392619,2.77791593,2.596392619,0,0,0.181523311,0,0,1,1,1,1,1,1,1,1
26.05.2026 09:00,0,6.998162655,1.399632531,4.636470363,3.163172962,3.163172962,1.473297401,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 10:00,0,19.2056402,3.84112804,5.664459299,3.094464026,3.094464026,2.569995272,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 11:00,0,34.88993946,6.977987892,6.619417403,3.317459664,3.317459664,3.301957739,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 12:00,0,45.22166716,9.044333433,5.425520834,3.250420264,3.250420264,2.17510057,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 13:00,0,59.68862716,11.93772543,6.565083112,3.519407323,3.519407323,3.045675789,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 14:00,0,66.36943654,13.27388731,5.161035065,3.75454888,3.75454888,1.406486185,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 15:00,0,65.86237676,13.17247535,3.513839804,3.610181162,3.513839804,0,0.096341358,0,0,0,1,1,1,1,1,1,1,1
26.05.2026 16:00,0,66.3590601,13.27181202,3.226202562,3.121637648,3.121637648,0.104564914,0,0,0,1,1,1,1,1,1,1,1,1
26.05.2026 17:00,0,60.32835988,12.06567198,1.901822261,3.047655303,1.901822261,0,1.145833042,0,0,0,1,1,1,1,1,1,1,1
26.05.2026 18:00,0,54.05575045,10.81115009,1.247821463,2.439617255,1.247821463,0,1.191795792,0,0,0,1,1,1,1,1,1,1,1
